Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Si (BPR),Si (Wacker),Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle                
2020,3,31,15,0,27.4,0,0,0,0,0,0,0,0,52.99,-9999,0,0,282.3177457,nan,nan                
2020,3,31,16,0,26.2,0,0,0,0,0,0,0,0,61.7,-9999,0,0,288.3663087,nan,nan                
2020,3,31,17,0,25.1,0,0,0,0,0,0,0,0,70.67,-9999,0,0,298.8982304,nan,nan                
2020,3,31,18,0,24.3,0,0,0,0,0,0,0,0,78.48,-9999,0,0,321.8224995,nan,nan                
2020,3,31,19,0,23.5,0,0,0,0,0,0,0,0,85.87,-9999,0,0,9.704377692,nan,nan                
2020,3,31,20,0,22.9,0,0,0,0,0,0,0,0,91.71,-9999,0,0,48.74839995,nan,nan                
2020,3,31,21,0,22.5,0,0,0,0,0,0,0,0,95.71,-9999,0,0,65.609534,nan,nan                
2020,3,31,22,0,22.4,0,0,0,0,0,0,0,0,97.01,-9999,0,0,74.01128861,nan,nan                
2020,3,31,23,0,22.4,0,0,0,0,0,0,0,0,97.15,-9999,0,0,79.18001856,nan,nan                
2020,4,1,0,0,22.4,0,0,0,0,0,0,0,0,96.8,-9999,0,0,82.90789481,nan,nan                
2020,4,1,1,0,24.1,25,79,30,0,25,79,0,30,85.57,-9999,0,0,85.96762346,9.580312993,90                
2020,4,1,2,0,27.7,105,461,250,0,105,461,0,250,62.18,71.69,1.017484666,1.017015471,88.80308848,71.67789607,90                
2020,4,1,3,0,31.5,140,672,506,0,140,672,0,506,42.63,57,1.004666596,1.003055495,91.80491819,56.98436949,90                
2020,4,1,4,0,34.4,157,782,735,0,157,782,0,735,32.92,42.33,0.996453891,0.994672004,95.57333021,42.19357576,90                
2020,4,1,5,0,36.7,166,842,911,0,166,842,0,911,27.27,27.79,0.991980301,0.990134343,101.6895582,27.29250854,90                
2020,4,1,6,0,38.3,170,873,1017,0,170,873,0,1017,23.77,13.84,0.989444606,0.987657201,117.7929072,12.29723873,90                
2020,4,1,7,0,39.4,171,879,1043,0,171,879,0,1043,21.68,7.18,0.988858206,0.987100169,202.3871787,2.746519937,270                
2020,4,1,8,0,39.7,168,864,986,0,168,864,0,986,20.89,18.76,0.990497351,0.988616279,250.7308488,17.77701839,270                
2020,4,1,9,0,39.4,152,840,857,0,152,840,0,857,21.06,33.05,0.993476155,0.991467062,261.1475614,32.73660219,270                
2020,4,1,10,0,38.3,140,769,657,0,140,769,0,657,22.42,47.66,0.999705702,0.997584793,266.0876157,47.59008135,270                
2020,4,1,11,0,36.5,116,647,416,0,116,647,0,416,25,62.34,1.009393433,1.00747756,269.4882274,62.33430804,270                
2020,4,1,12,0,34,73,409,165,0,73,409,0,165,29.6,77,1.024230143,1.023814061,272.397124,38.99819447,270                
2020,4,1,13,0,31.5,0,0,0,0,0,0,0,0,36.04,-9999,0,0,275.2976475,nan,nan                
2020,4,1,14,0,29.8,0,0,0,0,0,0,0,0,42.73,-9999,0,0,278.5794614,nan,nan                
2020,4,1,15,0,28.3,0,0,0,0,0,0,0,0,50.74,-9999,0,0,282.7726465,nan,nan                
2020,4,1,16,0,27.1,0,0,0,3,0,0,0,0,59.19,-9999,0,0,288.9118578,nan,nan                
2020,4,1,17,0,26.1,0,0,0,3,0,0,0,0,67.63,-9999,0,0,299.6025643,nan,nan                
2020,4,1,18,0,25.2,0,0,0,1,0,0,0,0,76.01,-9999,0,0,322.6640287,nan,nan                
2020,4,1,19,0,24.5,0,0,0,0,0,0,0,0,83.37,-9999,0,0,9.735596741,nan,nan                
2020,4,1,20,0,23.8,0,0,0,0,0,0,0,0,90.3,-9999,0,0,48.17247533,nan,nan                
2020,4,1,21,0,23.3,0,0,0,0,0,0,0,0,95.34,-9999,0,0,65.08472442,nan,nan                
2020,4,1,22,0,23.3,0,0,0,0,0,0,0,0,96.09,-9999,0,0,73.56928882,nan,nan                
2020,4,1,23,0,23.2,0,0,0,0,0,0,0,0,96.4,-9999,0,0,78.78935479,nan,nan                
2020,4,2,0,0,22.9,0,0,0,0,0,0,0,0,97.02,-9999,0,0,82.54166335,nan,nan                
2020,4,2,1,0,24.9,23,57,27,0,23,57,0,27,84.74,-9999,0,0,85.60353593,9.952665139,90                
2020,4,2,2,0,28.3,116,400,243,0,116,400,0,243,63.65,71.54,1.018446687,1.018277974,88.41840562,71.53344401,90                
2020,4,2,3,0,32.4,164,592,488,0,164,592,0,488,42.6,56.86,1.007403374,1.005830773,91.36942095,56.84788103,90                
2020,4,2,4,0,35.4,197,697,714,0,197,697,0,714,33.14,42.18,0.999530437,0.99772125,95.03501852,42.06923074,90                
2020,4,2,5,0,37.6,215,756,884,0,215,756,0,884,27.56,27.61,0.995127719,0.993261259,100.9331183,27.18386772,90                
2020,4,2,6,0,39.3,172,858,1006,0,172,858,0,1006,23.83,13.59,0.991431987,0.9893196,116.5235369,12.20702258,90                
2020,4,2,7,0,40.4,183,852,1030,0,183,852,0,1030,21.69,6.85,0.991071133,0.989041506,204.165547,2.816807909,270                
2020,4,2,8,0,40.7,188,827,971,0,188,827,0,971,20.8,18.69,0.992514426,0.990476622,251.9297816,17.82736301,270                
2020,4,2,9,0,40.2,214,730,825,0,214,730,0,825,20.91,33.03,0.996573255,0.994708972,261.8644309,32.76853571,270                
2020,4,2,10,0,39,194,649,632,0,194,649,0,632,21.98,47.66,1.002039168,1.00031949,266.6168423,47.60648985,270                
2020,4,2,11,0,37.1,156,515,396,0,156,515,0,396,24.53,62.34,1.011300347,1.010079975,269.9297712,62.33909897,270                
2020,4,2,12,0,34.5,89,281,152,0,89,281,0,152,29.38,77.01,1.020600563,1.021783238,272.7984336,39.00839941,270                
2020,4,2,13,0,32,0,0,0,0,0,0,0,0,36.41,-9999,0,0,275.6888558,nan,nan                
2020,4,2,14,0,30.2,0,0,0,0,0,0,0,0,44.43,-9999,0,0,278.9864504,nan,nan                
2020,4,2,15,0,28.7,0,0,0,0,0,0,0,0,53.89,-9999,0,0,283.2253686,nan,nan                
2020,4,2,16,0,27.4,0,0,0,0,0,0,0,0,63.82,-9999,0,0,289.4538196,nan,nan                
2020,4,2,17,0,26.4,0,0,0,0,0,0,0,0,72.79,-9999,0,0,300.2985426,nan,nan                
2020,4,2,18,0,25.5,0,0,0,0,0,0,0,0,81.03,-9999,0,0,323.4811254,nan,nan                
2020,4,2,19,0,24.7,0,0,0,0,0,0,0,0,88.48,-9999,0,0,9.764445819,nan,nan                
2020,4,2,20,0,24.2,0,0,0,0,0,0,0,0,93.69,-9999,0,0,47.61231988,nan,nan                
2020,4,2,21,0,24.1,0,0,0,0,0,0,0,0,95.65,-9999,0,0,64.5676308,nan,nan                
2020,4,2,22,0,24,0,0,0,0,0,0,0,0,96.41,-9999,0,0,73.13140665,nan,nan                
2020,4,2,23,0,24,0,0,0,0,0,0,0,0,95.84,-9999,0,0,78.40125283,nan,nan                
2020,4,3,0,0,24.1,0,0,0,0,0,0,0,0,94.82,-9999,0,0,82.1771962,nan,nan                
2020,4,3,1,0,25.5,22,29,24,0,22,29,0,24,85.41,85.95,0.253047118,0.257826428,85.24071313,10.32496334,90                
2020,4,3,2,0,28.2,133,334,239,0,133,334,0,239,65.48,71.4,1.016554151,1.017253197,88.0345649,71.3897733,90                
2020,4,3,3,0,31.5,178,572,492,0,178,572,0,492,46.43,56.72,1.007099586,1.005733565,90.93419945,56.71223707,90                
2020,4,3,4,0,34.5,195,707,720,0,195,707,0,720,34.54,42.04,0.9986005,0.996897974,94.49571148,41.9457493,90                
2020,4,3,5,0,37,202,785,898,0,202,785,0,898,27.64,27.45,0.99322114,0.991532757,100.1709667,27.07606515,90                
2020,4,3,6,0,38.8,191,841,1010,0,191,841,0,1010,23.52,13.35,0.990304193,0.988563458,115.212905,12.1175775,90                
2020,4,3,7,0,39.8,189,855,1038,0,189,855,0,1038,21.19,6.54,0.989192704,0.987529937,206.1078671,2.88642333,270                
2020,4,3,8,0,40.2,181,846,982,0,181,846,0,982,19.96,18.63,0.990365003,0.98862924,253.1318217,17.87714714,270                
2020,4,3,9,0,39.9,169,813,851,0,169,813,0,851,19.87,33.02,0.993502693,0.991676764,262.5788571,32.80001516,270                
2020,4,3,10,0,38.8,154,743,655,0,154,743,0,655,20.94,47.66,0.998889393,0.997131433,267.1438403,47.62252904,270                
2020,4,3,11,0,36.9,127,616,413,0,127,616,0,413,23.59,62.35,1.008536214,1.00704956,270.3694272,62.34357501,270                
2020,4,3,12,0,34.2,78,375,162,0,78,375,0,162,28.7,77.01,1.022441598,1.022604551,273.1980465,39.01993493,270                
2020,4,3,13,0,31.5,0,0,0,0,0,0,0,0,36.31,-9999,0,0,276.0784031,nan,nan                
2020,4,3,14,0,29.6,0,0,0,0,0,0,0,0,44.9,-9999,0,0,279.3916219,nan,nan                
2020,4,3,15,0,27.9,0,0,0,0,0,0,0,0,55.41,-9999,0,0,283.6757601,nan,nan                
2020,4,3,16,0,26.5,0,0,0,0,0,0,0,0,66.23,-9999,0,0,289.9919883,nan,nan                
2020,4,3,17,0,25.3,0,0,0,0,0,0,0,0,76.27,-9999,0,0,300.9858967,nan,nan                
2020,4,3,18,0,24.3,0,0,0,0,0,0,0,0,85.11,-9999,0,0,324.274175,nan,nan                
2020,4,3,19,0,23.6,0,0,0,0,0,0,0,0,92.05,-9999,0,0,9.790861623,nan,nan                
2020,4,3,20,0,23.3,0,0,0,0,0,0,0,0,95.69,-9999,0,0,47.06735602,nan,nan                
2020,4,3,21,0,23.2,0,0,0,0,0,0,0,0,96.76,-9999,0,0,64.05819612,nan,nan                
2020,4,3,22,0,23.1,0,0,0,0,0,0,0,0,96.76,-9999,0,0,72.69768002,nan,nan                
2020,4,3,23,0,23.1,0,0,0,0,0,0,0,0,96.23,-9999,0,0,78.01577158,nan,nan                
2020,4,4,0,0,23.1,0,0,0,0,0,0,0,0,95.63,-9999,0,0,81.81456102,nan,nan                
2020,4,4,1,0,24.8,28,59,32,0,28,59,0,32,84.28,85.81,0.911733614,0.915423778,84.87923199,10.69695248,90                
2020,4,4,2,0,27.4,116,437,256,0,116,437,0,256,66.25,71.27,1.015928547,1.015841359,87.6516586,71.2469772,90                
2020,4,4,3,0,30.6,145,665,512,0,145,665,0,512,47.6,56.58,1.004019373,1.002529231,90.49937505,56.57752824,90                
2020,4,4,4,0,33.9,160,780,741,0,160,780,0,741,32.81,41.89,0.995810697,0.994111909,93.95559334,41.82321923,90                
2020,4,4,5,0,36.5,169,839,914,0,169,839,0,914,25.44,27.28,0.991482033,0.989730789,99.40344297,26.96918561,90                
2020,4,4,6,0,38.5,142,912,1030,0,142,912,0,1030,21.39,13.12,0.988520708,0.986564813,113.8606327,12.02898521,90                
2020,4,4,7,0,39.7,144,914,1052,0,144,914,0,1052,19.4,6.23,0.988424577,0.986430333,208.2322315,2.955287461,270                
2020,4,4,8,0,40.3,143,894,991,0,143,894,0,991,18.68,18.57,0.990523018,0.988354612,254.3356746,17.92629485,270                
2020,4,4,9,0,40.2,145,844,853,0,145,844,0,853,18.99,33.01,0.994387068,0.992120077,263.2904868,32.83096729,270                
2020,4,4,10,0,39.3,135,772,655,0,135,772,0,655,20.47,47.66,1.000576807,0.998192043,267.6684266,47.638128,270                
2020,4,4,11,0,37.8,113,645,413,0,113,645,0,413,23.53,62.35,1.010934931,1.008615854,270.8070633,62.34766699,270                
2020,4,4,12,0,35.2,72,398,161,0,72,398,0,161,29.92,77.01,1.026866362,1.025860471,273.5958479,39.03311183,270                
2020,4,4,13,0,32.6,0,0,0,0,0,0,0,0,39.62,-9999,0,0,276.4661765,nan,nan                
2020,4,4,14,0,30.6,0,0,0,0,0,0,0,0,50.99,-9999,0,0,279.7948519,nan,nan                
2020,4,4,15,0,28.7,0,0,0,0,0,0,0,0,63.95,-9999,0,0,284.1236702,nan,nan                
2020,4,4,16,0,27.6,0,0,0,0,0,0,0,0,72.43,-9999,0,0,290.5261608,nan,nan                
2020,4,4,17,0,26.8,0,0,0,0,0,0,0,0,79.15,-9999,0,0,301.6643699,nan,nan                
2020,4,4,18,0,26.2,0,0,0,0,0,0,0,0,84.74,-9999,0,0,325.0435736,nan,nan                
2020,4,4,19,0,25.8,0,0,0,0,0,0,0,0,88.69,-9999,0,0,9.814773529,nan,nan                
2020,4,4,20,0,25.6,0,0,0,0,0,0,0,0,90.73,-9999,0,0,46.53701068,nan,nan                
2020,4,4,21,0,25.5,0,0,0,1,0,0,0,0,91.82,-9999,0,0,63.55635089,nan,nan                
2020,4,4,22,0,25.5,0,0,0,0,0,0,0,0,92.44,-9999,0,0,72.2681387,nan,nan                
2020,4,4,23,0,25.4,0,0,0,0,0,0,0,0,93.7,-9999,0,0,77.63296456,nan,nan                
2020,4,5,0,0,25.3,0,0,0,0,0,0,0,0,94.71,-9999,0,0,81.45382171,nan,nan                
2020,4,5,1,0,26.5,29,81,35,0,29,81,0,35,86.37,85.67,0.979053041,0.980669966,84.51916668,11.06836864,90                
2020,4,5,2,0,28.8,106,455,253,3,129,110,3,165,71.17,71.13,1.025609093,1.020556894,87.26977704,71.10515198,90                
2020,4,5,3,0,31.7,133,668,502,1,133,668,0,502,55.11,56.45,1.009117156,1.006356621,90.06506833,56.44384817,90                
2020,4,5,4,0,34.4,149,771,724,1,149,771,0,724,43.49,41.75,1.001197243,0.998346315,93.41485057,41.70173127,90                
2020,4,5,5,0,36.4,159,828,896,0,159,828,0,896,37.42,27.13,0.996276913,0.993545183,98.63090484,26.86331684,90                
2020,4,5,6,0,37.9,167,851,997,0,167,851,0,997,33.74,12.89,0.993948155,0.991310985,112.4665413,11.94133051,90                
2020,4,5,7,0,38.7,164,864,1023,3,515,244,0,758,31.78,5.93,1.009703539,1.005242802,210.5582992,3.023318378,270                
2020,4,5,8,0,38.9,159,852,966,0,159,852,0,966,30.88,18.52,0.99467504,0.991920447,255.54005,17.97472694,270                
2020,4,5,9,0,38.7,162,798,831,1,162,798,0,831,30.84,33.01,0.998424469,0.995592497,263.9989791,32.86131541,270                
2020,4,5,10,0,37.8,155,713,635,3,223,535,0,583,32.25,47.67,1.010163158,1.006436178,268.1904249,47.65321224,270                
2020,4,5,11,0,36.4,133,573,398,3,133,573,5,398,35.05,62.36,1.014248195,1.010597787,271.2425516,62.35130208,270                
2020,4,5,12,0,34.5,83,316,154,3,83,316,5,154,40,77.01,1.030878954,1.027923153,273.9917262,39.04825879,270                
2020,4,5,13,0,33,0,0,0,0,0,0,0,0,45.59,-9999,0,0,276.8520651,nan,nan                
2020,4,5,14,0,31.9,0,0,0,8,0,0,0,0,50.97,-9999,0,0,280.1960186,nan,nan                
2020,4,5,15,0,30.8,0,0,0,6,0,0,0,0,56.85,-9999,0,0,284.5689505,nan,nan                
2020,4,5,16,0,29.7,0,0,0,6,0,0,0,0,63.02,-9999,0,0,291.0561379,nan,nan                
2020,4,5,17,0,28.8,0,0,0,6,0,0,0,0,68.78,-9999,0,0,302.333718,nan,nan                
2020,4,5,18,0,28,0,0,0,7,0,0,0,0,74.15,-9999,0,0,325.7897259,nan,nan                
2020,4,5,19,0,27.3,0,0,0,7,0,0,0,0,78.86,-9999,0,0,9.83610417,nan,nan                
2020,4,5,20,0,26.7,0,0,0,7,0,0,0,0,82.99,-9999,0,0,46.02071514,nan,nan                
2020,4,5,21,0,26.3,0,0,0,7,0,0,0,0,85.96,-9999,0,0,63.06201274,nan,nan                
2020,4,5,22,0,25.9,0,0,0,7,0,0,0,0,88.65,-9999,0,0,71.84280356,nan,nan                
2020,4,5,23,0,25.5,0,0,0,7,0,0,0,0,91.19,-9999,0,0,77.25287923,nan,nan                
2020,4,6,0,0,25.3,0,0,0,7,0,0,0,0,92.53,-9999,0,0,81.09503762,nan,nan                
2020,4,6,1,0,26.7,28,124,37,8,28,124,5,37,84.95,85.54,1.022677186,1.015625122,84.16058784,11.43893959,90                
2020,4,6,2,0,29.1,91,510,257,8,107,378,0,230,69.71,70.99,1.027424868,1.023865433,86.88900781,70.96439655,90                
2020,4,6,3,0,31.7,124,686,504,7,197,452,0,448,56.15,56.31,1.015581532,1.011947388,89.63139817,56.31129303,90                
2020,4,6,4,0,34.1,143,779,725,8,248,573,0,676,46.25,41.62,1.004764469,1.001116647,92.87367074,41.58137871,90                
2020,4,6,5,0,36.2,155,829,894,7,389,404,0,749,38.55,26.98,1.009513646,1.005920721,97.8537271,26.7585492,90                
2020,4,6,6,0,37.8,210,787,978,8,435,477,0,901,33.32,12.67,0.998630419,0.994891402,111.0306795,11.85470085,90                
2020,4,6,7,0,38.9,219,781,997,3,507,306,0,811,30.12,5.65,1.005965468,1.001873661,213.1070389,3.09043136,270                
2020,4,6,8,0,39.3,224,751,937,3,437,375,0,792,28.99,18.48,1.00561397,1.001334295,256.7436731,18.02236126,270                
2020,4,6,9,0,39,222,695,805,8,347,434,0,711,29.14,33,1.007023171,1.003308087,264.7040079,32.89097976,270                
2020,4,6,10,0,37.9,203,610,613,8,203,610,5,613,30.88,47.68,1.007939835,1.00441491,268.7096666,47.66770406,270                
2020,4,6,11,0,36.4,158,486,384,6,22,0,0,22,34.07,62.37,1.12401566,1.114006509,271.6757694,62.35440409,270                
2020,4,6,12,0,34.3,88,268,148,6,7,0,3,7,39.74,77.02,1.11734917,1.107317539,274.3855735,39.06572105,270                
2020,4,6,13,0,32.4,0,0,0,6,0,0,0,0,46.94,-9999,0,0,277.2359615,nan,nan                
2020,4,6,14,0,31,0,0,0,7,0,0,0,0,54.4,-9999,0,0,280.5950031,nan,nan                
2020,4,6,15,0,29.8,0,0,0,8,0,0,0,0,62.16,-9999,0,0,285.0114553,nan,nan                
2020,4,6,16,0,28.9,0,0,0,7,0,0,0,0,68.77,-9999,0,0,291.5817252,nan,nan                
2020,4,6,17,0,28.1,0,0,0,7,0,0,0,0,74.48,-9999,0,0,302.9937111,nan,nan                
2020,4,6,18,0,27.6,0,0,0,7,0,0,0,0,78.48,-9999,0,0,326.513044,nan,nan                
2020,4,6,19,0,27.1,0,0,0,7,0,0,0,0,82.09,-9999,0,0,9.854771677,nan,nan                
2020,4,6,20,0,26.7,0,0,0,6,0,0,0,0,85,-9999,0,0,45.51790629,nan,nan                
2020,4,6,21,0,26.3,0,0,0,6,0,0,0,0,87.65,-9999,0,0,62.57508688,nan,nan                
2020,4,6,22,0,26.1,0,0,0,6,0,0,0,0,89,-9999,0,0,71.42168654,nan,nan                
2020,4,6,23,0,25.8,0,0,0,6,0,0,0,0,90.64,-9999,0,0,76.87555669,nan,nan                
2020,4,7,0,0,25.6,0,0,0,6,0,0,0,0,91.53,-9999,0,0,80.73826336,nan,nan                
2020,4,7,1,0,26.8,29,117,38,7,27,113,3,36,84.06,85.4,1.018113489,1.010617121,83.80356234,11.80838636,90                
2020,4,7,2,0,28.7,96,487,256,8,119,284,0,213,70.26,70.86,1.025061897,1.020710171,86.5094355,70.82481162,90                
2020,4,7,3,0,30.6,128,669,501,7,229,322,0,408,56.9,56.18,1.022789498,1.018639976,89.19848147,56.17996066,90                
2020,4,7,4,0,32.3,148,765,721,7,325,372,0,603,46.32,41.49,1.010388062,1.006314471,92.33224221,41.46225648,90                
2020,4,7,5,0,33.8,160,818,890,7,442,269,0,681,38.69,26.83,1.02536868,1.021422576,97.07230115,26.65497471,90                
2020,4,7,6,0,34.7,170,838,988,7,488,301,0,782,34.83,12.47,1.014678246,1.010716416,109.5533551,11.76918549,90                
2020,4,7,7,0,35.2,170,847,1013,6,506,283,0,788,32.91,5.37,1.022701895,1.018817253,215.9002149,3.156539792,270                
2020,4,7,8,0,35.5,165,836,958,8,492,191,0,672,31.74,18.45,1.036535385,1.032410237,257.9452948,18.06911366,270                
2020,4,7,9,0,35.4,155,802,828,6,373,51,0,416,31.47,33.01,1.065084079,1.060258402,265.4052631,32.91987844,270                
2020,4,7,10,0,35.1,140,734,634,9,56,0,0,56,31.79,47.69,1.118774211,1.110239599,269.2259917,47.68152349,270                
2020,4,7,11,0,34.5,116,612,400,6,88,0,0,88,32.97,62.38,1.095824145,1.089550665,272.1065994,62.3568945,270                
2020,4,7,12,0,32.9,74,368,156,6,9,0,3,9,37.81,77.02,1.120699284,1.109686478,274.7772859,39.08585621,270                
2020,4,7,13,0,31.7,0,0,0,7,0,0,0,0,41.53,-9999,0,0,277.6177612,nan,nan                
2020,4,7,14,0,30.9,0,0,0,7,0,0,0,0,45.62,-9999,0,0,280.9916892,nan,nan                
2020,4,7,15,0,30.1,0,0,0,7,0,0,0,0,50.73,-9999,0,0,285.4510425,nan,nan                
2020,4,7,16,0,29.3,0,0,0,8,0,0,0,0,56.87,-9999,0,0,292.102734,nan,nan                
2020,4,7,17,0,28.5,0,0,0,8,0,0,0,0,63.6,-9999,0,0,303.6441339,nan,nan                
2020,4,7,18,0,27.7,0,0,0,8,0,0,0,0,70.27,-9999,0,0,327.2139465,nan,nan                
2020,4,7,19,0,26.9,0,0,0,8,0,0,0,0,76.69,-9999,0,0,9.870693532,nan,nan                
2020,4,7,20,0,26.4,0,0,0,4,0,0,0,0,81.13,-9999,0,0,45.02802981,nan,nan                
2020,4,7,21,0,26.1,0,0,0,4,0,0,0,0,84.27,-9999,0,0,62.0954683,nan,nan                
2020,4,7,22,0,25.9,0,0,0,8,0,0,0,0,86.35,-9999,0,0,71.0047918,nan,nan                
2020,4,7,23,0,25.7,0,0,0,8,0,0,0,0,88.01,-9999,0,0,76.50103265,nan,nan                
2020,4,8,0,0,25.6,0,0,0,4,0,0,0,0,88.77,-9999,0,0,80.38354955,nan,nan                
2020,4,8,1,0,26.7,30,106,39,4,6,0,3,6,83.75,85.26,1.059839203,1.046612296,83.44815402,12.17642558,90                
2020,4,8,2,0,28.7,103,459,255,4,34,0,3,34,70.49,70.73,1.090971544,1.082118885,86.13114253,70.68649849,90                
2020,4,8,3,0,31.6,141,641,499,4,76,0,3,76,52.57,56.06,1.090040241,1.081848248,88.76643408,56.04994945,90                
2020,4,8,4,0,34.2,165,737,718,3,165,737,5,718,41.68,41.36,1.003107667,0.99925194,91.79075527,41.34446002,90                
2020,4,8,5,0,36.2,179,791,886,0,179,791,0,886,35.38,26.69,0.997724581,0.994929353,96.28703679,26.55268589,90                
2020,4,8,6,0,37.7,186,819,986,0,186,819,0,986,31.33,12.27,0.995186872,0.99253229,108.0351708,11.68487416,90                
2020,4,8,7,0,38.5,191,820,1008,0,191,820,0,1008,29.06,5.12,0.994739776,0.99213599,218.9594975,3.221556504,270                
2020,4,8,8,0,38.9,194,799,952,1,194,799,0,952,27.81,18.42,0.995899418,0.993302328,259.143698,18.11489935,270                
2020,4,8,9,0,38.6,226,693,806,3,420,161,0,555,27.75,33.01,1.023571059,1.019115502,266.1024499,32.94792884,270                
2020,4,8,10,0,37.7,213,596,614,7,298,305,0,504,28.68,47.7,1.03186941,1.028016094,269.7392477,47.69458978,270                
2020,4,8,11,0,36.3,174,450,382,6,22,0,0,22,31.08,62.39,1.128037833,1.118204395,272.5349291,62.35869391,270                
2020,4,8,12,0,34.6,96,216,145,6,8,0,3,8,35.65,77.02,1.123997066,1.111895474,275.1667628,39.1090275,270                
2020,4,8,13,0,32.9,0,0,0,6,0,0,0,0,41.43,-9999,0,0,277.9973628,nan,nan                
2020,4,8,14,0,31.9,0,0,0,6,0,0,0,0,46.15,-9999,0,0,281.3859633,nan,nan                
2020,4,8,15,0,30.8,0,0,0,6,0,0,0,0,53.02,-9999,0,0,285.8875726,nan,nan                
2020,4,8,16,0,29.7,0,0,0,6,0,0,0,0,61.1,-9999,0,0,292.6189802,nan,nan                
2020,4,8,17,0,28.8,0,0,0,8,0,0,0,0,68.38,-9999,0,0,304.284785,nan,nan                
2020,4,8,18,0,28.1,0,0,0,7,0,0,0,0,73.58,-9999,0,0,327.892857,nan,nan                
2020,4,8,19,0,27.6,0,0,0,0,0,0,0,0,77.33,-9999,0,0,9.883791494,nan,nan                
2020,4,8,20,0,27.1,0,0,0,0,0,0,0,0,80.44,-9999,0,0,44.55054532,nan,nan                
2020,4,8,21,0,26.9,0,0,0,0,0,0,0,0,81.82,-9999,0,0,61.62304547,nan,nan                
2020,4,8,22,0,26.6,0,0,0,0,0,0,0,0,83.29,-9999,0,0,70.59211837,nan,nan                
2020,4,8,23,0,26.4,0,0,0,0,0,0,0,0,84.24,-9999,0,0,76.12933946,nan,nan                
2020,4,9,0,0,26.3,0,0,0,0,0,0,0,0,84.63,-9999,0,0,80.03094466,nan,nan                
2020,4,9,1,0,27.3,27,39,31,1,27,39,0,31,78.53,85.13,0.711809769,0.719099985,83.09442549,12.54277215,90                
2020,4,9,2,0,29.4,145,288,240,0,145,288,0,240,63.22,70.6,1.020373451,1.020576438,85.75421094,70.54955795,90                
2020,4,9,3,0,31.7,208,484,479,0,208,484,0,479,50.09,55.93,1.012058543,1.010176111,88.33537287,55.92135708,90                
2020,4,9,4,0,33.9,229,619,695,0,229,619,0,695,41.97,41.24,1.004558844,1.002120921,91.24940467,41.22808392,90                
2020,4,9,5,0,35.8,237,702,865,0,237,702,0,865,36.58,26.56,0.99954259,0.997036571,95.49836581,26.45177433,90                
2020,4,9,6,0,36.9,268,704,957,0,268,704,0,957,34.13,12.08,0.99750987,0.995216591,106.4770625,11.60185563,90                
2020,4,9,7,0,37.5,271,709,978,0,271,709,0,978,33.12,4.87,0.996947555,0.994698883,222.3050638,3.285395328,270                
2020,4,9,8,0,37.6,269,687,921,0,269,687,0,921,33,18.4,0.998320577,0.996018489,260.3377009,18.15963457,270                
2020,4,9,9,0,37.2,268,624,791,0,268,624,0,791,33.57,33.02,1.001950111,0.999659949,266.7952873,32.97504938,270                
2020,4,9,10,0,36.3,242,534,601,2,242,534,5,601,35.02,47.71,1.006019265,1.002198622,270.249288,47.70682322,270                
2020,4,9,11,0,34.8,188,400,374,8,195,214,0,294,38.7,62.39,1.035306109,1.030683013,272.9606489,62.35972395,270                
2020,4,9,12,0,32.5,98,191,141,8,98,191,5,141,47.26,77.02,1.03470054,1.029663415,275.5539055,39.13559544,270                
2020,4,9,13,0,30.3,0,0,0,8,0,0,0,0,54.87,-9999,0,0,278.3746655,nan,nan                
2020,4,9,14,0,29.1,0,0,0,9,0,0,0,0,60.1,-9999,0,0,281.7777127,nan,nan                
2020,4,9,15,0,27.9,0,0,0,9,0,0,0,0,67.11,-9999,0,0,286.3209071,nan,nan                
2020,4,9,16,0,27,0,0,0,6,0,0,0,0,73.66,-9999,0,0,293.130283,nan,nan                
2020,4,9,17,0,26.2,0,0,0,7,0,0,0,0,79.89,-9999,0,0,304.9154757,nan,nan                
2020,4,9,18,0,25.5,0,0,0,8,0,0,0,0,85.23,-9999,0,0,328.5502026,nan,nan                
2020,4,9,19,0,25,0,0,0,8,0,0,0,0,88.76,-9999,0,0,9.893996618,nan,nan                
2020,4,9,20,0,24.5,0,0,0,8,0,0,0,0,91.92,-9999,0,0,44.08493206,nan,nan                
2020,4,9,21,0,24.1,0,0,0,4,0,0,0,0,94.25,-9999,0,0,61.15770498,nan,nan                
2020,4,9,22,0,23.9,0,0,0,8,0,0,0,0,95.2,-9999,0,0,70.18366343,nan,nan                
2020,4,9,23,0,23.7,0,0,0,4,0,0,0,0,96.07,-9999,0,0,75.76050877,nan,nan                
2020,4,10,0,0,23.5,0,0,0,4,0,0,0,0,97.05,-9999,0,0,79.68049738,nan,nan                
2020,4,10,1,0,25.2,33,122,43,8,21,0,3,21,87.71,85,1.034967297,1.026577586,82.74244037,12.90714179,90                
2020,4,10,2,0,28,101,488,264,4,20,0,0,20,67.92,70.48,1.125932209,1.114778156,85.37872479,70.41408906,90                
