Datetime,Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Solar Azimuth Angle,Panel Tilt,Panel Azimuth Angle                ,Cloud_Effect_Ratio,DNI_DHI_Ratio,Temperature_Category
2020-01-01 00:00:00,2020,1,1,0,0,20.5,0,0,0,1,0,0,0,0,100.0,,111.0284386,,nan                ,,,Cool
2020-01-01 01:00:00,2020,1,1,1,0,21.4,0,0,0,3,0,0,0,0,96.35,,113.1624274,,nan                ,,,Cool
2020-01-01 02:00:00,2020,1,1,2,0,23.3,75,324,140,1,75,324,0,140,90.51,78.39,116.6692778,38.70837859,90                ,1.0,4.32,Cool
2020-01-01 03:00:00,2020,1,1,3,0,25.7,110,608,361,3,139,1,0,139,82.83,65.6,121.9920245,61.85562558,90                ,0.3850415512465374,0.007194244604316547,Warm
2020-01-01 04:00:00,2020,1,1,4,0,27.6,124,753,569,1,124,753,0,569,74.45,53.69,130.0559239,46.16449511,90                ,1.0,6.07258064516129,Warm
2020-01-01 05:00:00,2020,1,1,5,0,28.9,132,822,729,1,132,822,0,729,68.87,43.47,142.458475,30.0084763,90                ,1.0,6.2272727272727275,Warm
2020-01-01 06:00:00,2020,1,1,6,0,29.7,126,874,829,3,70,0,0,70,65.49,36.41,161.0240535,13.48760344,90                ,0.08443908323281062,0.0,Warm
2020-01-01 07:00:00,2020,1,1,7,0,30.1,135,866,848,3,383,56,0,429,63.54,34.54,184.6828502,3.216468689,270                ,0.5058962264150944,0.1462140992167102,Warm
2020-01-01 08:00:00,2020,1,1,8,0,30.2,136,846,797,7,317,474,1,688,62.48,38.62,206.9103896,19.87506817,270                ,0.863237139272271,1.4952681388012619,Warm
2020-01-01 09:00:00,2020,1,1,9,0,29.8,157,745,664,3,160,0,0,161,63.42,47.11,222.9692666,36.27153484,270                ,0.24246987951807228,0.0,Warm
2020-01-01 10:00:00,2020,1,1,10,0,28.7,135,669,488,3,227,306,0,389,68.0,58.11,233.4771545,52.25392503,270                ,0.7971311475409836,1.3480176211453745,Warm
2020-01-01 11:00:00,2020,1,1,11,0,27.3,99,529,276,3,113,404,0,248,75.09,70.44,240.3433186,67.75433445,270                ,0.8985507246376812,3.575221238938053,Warm
2020-01-01 12:00:00,2020,1,1,12,0,25.3,45,187,66,3,40,178,3,60,86.57,83.42,244.8947946,19.00748264,270                ,0.9090909090909091,4.45,Warm
2020-01-01 13:00:00,2020,1,1,13,0,24.4,0,0,0,3,0,0,0,0,91.64,,247.8492486,,nan                ,,,Cool
2020-01-01 14:00:00,2020,1,1,14,0,23.7,0,0,0,7,0,0,0,0,95.69,,249.505985,,nan                ,,,Cool
2020-01-01 15:00:00,2020,1,1,15,0,23.3,0,0,0,3,0,0,0,0,97.53,,249.8014157,,nan                ,,,Cool
2020-01-01 16:00:00,2020,1,1,16,0,22.9,0,0,0,4,0,0,0,0,99.13,,248.1087099,,nan                ,,,Cool
2020-01-01 17:00:00,2020,1,1,17,0,22.5,0,0,0,3,0,0,0,0,100.0,,242.2409815,,nan                ,,,Cool
2020-01-01 18:00:00,2020,1,1,18,0,22.1,0,0,0,0,0,0,0,0,100.0,,223.4082153,,nan                ,,,Cool
2020-01-01 19:00:00,2020,1,1,19,0,21.9,0,0,0,0,0,0,0,0,100.0,,167.2953877,,nan                ,,,Cool
2020-01-01 20:00:00,2020,1,1,20,0,21.8,0,0,0,3,0,0,0,0,100.0,,126.6599215,,nan                ,,,Cool
2020-01-01 21:00:00,2020,1,1,21,0,21.7,0,0,0,0,0,0,0,0,100.0,,114.7436969,,nan                ,,,Cool
2020-01-01 22:00:00,2020,1,1,22,0,21.6,0,0,0,3,0,0,0,0,100.0,,110.9087852,,nan                ,,,Cool
2020-01-01 23:00:00,2020,1,1,23,0,21.5,0,0,0,3,0,0,0,0,100.0,,110.0947211,,nan                ,,,Cool
2020-01-02 00:00:00,2020,1,2,0,0,21.4,0,0,0,3,0,0,0,0,100.0,,110.9335628,,nan                ,,,Cool
2020-01-02 01:00:00,2020,1,2,1,0,22.4,0,0,0,3,0,0,0,0,98.55,,113.0613656,,nan                ,,,Cool
2020-01-02 02:00:00,2020,1,2,2,0,24.5,66,398,145,0,66,398,0,145,89.61,78.47,116.5565441,38.265108,90                ,1.0,6.03030303030303,Cool
2020-01-02 03:00:00,2020,1,2,3,0,26.6,99,655,369,3,178,112,0,224,79.47,65.66,121.8601565,61.9600121,90                ,0.6070460704607046,0.6292134831460674,Warm
2020-01-02 04:00:00,2020,1,2,4,0,28.2,117,778,577,0,117,778,0,577,71.75,53.73,129.8951793,46.27541077,90                ,1.0,6.64957264957265,Warm
2020-01-02 05:00:00,2020,1,2,5,0,29.4,128,840,737,0,128,840,0,737,66.62,43.48,142.2608215,30.12697947,90                ,1.0,6.5625,Warm
2020-01-02 06:00:00,2020,1,2,6,0,30.1,154,834,825,3,379,63,0,430,63.67,36.37,160.8039021,13.61380537,90                ,0.5212121212121212,0.1662269129287599,Warm
2020-01-02 07:00:00,2020,1,2,7,0,30.3,161,833,847,0,161,833,0,847,62.62,34.45,184.5040244,3.08358439,270                ,1.0,5.173913043478261,Warm
2020-01-02 08:00:00,2020,1,2,8,0,30.3,161,809,794,0,161,809,0,794,62.32,38.49,206.821584,19.73743881,270                ,1.0,5.024844720496894,Warm
2020-01-02 09:00:00,2020,1,2,9,0,30.0,138,790,677,3,329,109,0,404,62.98,46.98,222.9497053,36.13150028,270                ,0.5967503692762186,0.331306990881459,Warm
2020-01-02 10:00:00,2020,1,2,10,0,29.3,128,694,496,4,234,268,0,376,65.19,57.98,233.495261,52.11367889,270                ,0.7580645161290323,1.1452991452991452,Warm
2020-01-02 11:00:00,2020,1,2,11,0,27.9,104,516,278,3,115,400,0,249,71.79,70.3,240.3821108,67.61566745,270                ,0.89568345323741,3.4782608695652173,Warm
2020-01-02 12:00:00,2020,1,2,12,0,25.8,46,193,68,0,46,193,0,68,83.68,83.3,244.94767,19.3942163,270                ,1.0,4.195652173913044,Warm
2020-01-02 13:00:00,2020,1,2,13,0,24.7,0,0,0,0,0,0,0,0,89.33,,247.9152957,,nan                ,,,Cool
2020-01-02 14:00:00,2020,1,2,14,0,24.0,0,0,0,0,0,0,0,0,93.28,,249.5884145,,nan                ,,,Cool
2020-01-02 15:00:00,2020,1,2,15,0,23.4,0,0,0,0,0,0,0,0,96.47,,249.9086977,,nan                ,,,Cool
2020-01-02 16:00:00,2020,1,2,16,0,22.8,0,0,0,0,0,0,0,0,99.74,,248.2602082,,nan                ,,,Cool
2020-01-02 17:00:00,2020,1,2,17,0,22.4,0,0,0,0,0,0,0,0,100.0,,242.4868802,,nan                ,,,Cool
2020-01-02 18:00:00,2020,1,2,18,0,22.0,0,0,0,0,0,0,0,0,100.0,,223.8918876,,nan                ,,,Cool
2020-01-02 19:00:00,2020,1,2,19,0,21.7,0,0,0,0,0,0,0,0,100.0,,167.7107641,,nan                ,,,Cool
2020-01-02 20:00:00,2020,1,2,20,0,21.5,0,0,0,0,0,0,0,0,100.0,,126.6086425,,nan                ,,,Cool
2020-01-02 21:00:00,2020,1,2,21,0,21.4,0,0,0,0,0,0,0,0,100.0,,114.640142,,nan                ,,,Cool
2020-01-02 22:00:00,2020,1,2,22,0,21.2,0,0,0,0,0,0,0,0,100.0,,110.8047752,,nan                ,,,Cool
2020-01-02 23:00:00,2020,1,2,23,0,21.2,0,0,0,0,0,0,0,0,100.0,,109.9930443,,nan                ,,,Cool
2020-01-03 00:00:00,2020,1,3,0,0,21.1,0,0,0,0,0,0,0,0,100.0,,110.8309182,,nan                ,,,Cool
2020-01-03 01:00:00,2020,1,3,1,0,22.2,0,0,0,0,0,0,0,0,98.88,,112.9531234,,nan                ,,,Cool
2020-01-03 02:00:00,2020,1,3,2,0,24.6,69,374,144,0,69,374,0,144,87.61,78.55,116.4369017,37.84195534,90                ,1.0,5.420289855072464,Cool
2020-01-03 03:00:00,2020,1,3,3,0,26.6,106,638,369,0,106,638,0,369,78.42,65.72,121.7214837,62.06123297,90                ,1.0,6.018867924528302,Warm
2020-01-03 04:00:00,2020,1,3,4,0,28.4,123,770,578,0,123,770,0,578,70.84,53.77,129.7278063,46.38334556,90                ,1.0,6.260162601626016,Warm
2020-01-03 05:00:00,2020,1,3,5,0,29.7,132,839,740,0,132,839,0,740,65.85,43.48,142.0573844,30.24283315,90                ,1.0,6.356060606060606,Warm
2020-01-03 06:00:00,2020,1,3,6,0,30.6,130,881,840,1,130,881,0,840,62.46,36.33,160.5807531,13.73782243,90                ,1.0,6.776923076923077,Warm
2020-01-03 07:00:00,2020,1,3,7,0,30.9,135,880,862,3,363,41,0,397,61.04,34.35,184.3275886,2.952330242,270                ,0.4605568445475638,0.11294765840220386,Warm
2020-01-03 08:00:00,2020,1,3,8,0,30.8,139,854,808,0,139,854,0,808,61.07,38.36,206.7398361,19.60086341,270                ,1.0,6.143884892086331,Warm
2020-01-03 09:00:00,2020,1,3,9,0,30.4,189,696,665,0,189,696,0,665,61.99,46.84,222.9387078,35.99199613,270                ,1.0,3.6825396825396823,Warm
2020-01-03 10:00:00,2020,1,3,10,0,29.7,168,598,486,0,168,598,0,486,64.5,57.84,233.5217925,51.97354902,270                ,1.0,3.5595238095238093,Warm
2020-01-03 11:00:00,2020,1,3,11,0,28.4,126,433,273,0,126,433,0,273,70.83,70.17,240.4288788,67.4768393,270                ,1.0,3.4365079365079363,Warm
2020-01-03 12:00:00,2020,1,3,12,0,26.1,49,142,66,0,49,142,0,66,84.27,83.17,245.0082215,19.78419983,270                ,1.0,2.8979591836734695,Warm
2020-01-03 13:00:00,2020,1,3,13,0,25.1,0,0,0,0,0,0,0,0,89.51,,247.9890009,,nan                ,,,Warm
2020-01-03 14:00:00,2020,1,3,14,0,24.4,0,0,0,0,0,0,0,0,93.56,,249.6788387,,nan                ,,,Cool
2020-01-03 15:00:00,2020,1,3,15,0,23.8,0,0,0,0,0,0,0,0,96.95,,250.0247818,,nan                ,,,Cool
2020-01-03 16:00:00,2020,1,3,16,0,23.3,0,0,0,0,0,0,0,0,99.71,,248.4220183,,nan                ,,,Cool
2020-01-03 17:00:00,2020,1,3,17,0,23.0,0,0,0,0,0,0,0,0,100.0,,242.7456666,,nan                ,,,Cool
2020-01-03 18:00:00,2020,1,3,18,0,22.6,0,0,0,0,0,0,0,0,100.0,,224.3911093,,nan                ,,,Cool
2020-01-03 19:00:00,2020,1,3,19,0,22.3,0,0,0,0,0,0,0,0,100.0,,168.1194936,,nan                ,,,Cool
2020-01-03 20:00:00,2020,1,3,20,0,22.1,0,0,0,0,0,0,0,0,100.0,,126.5362413,,nan                ,,,Cool
2020-01-03 21:00:00,2020,1,3,21,0,22.2,0,0,0,0,0,0,0,0,100.0,,114.5219539,,nan                ,,,Cool
2020-01-03 22:00:00,2020,1,3,22,0,22.3,0,0,0,0,0,0,0,0,100.0,,110.6899033,,nan                ,,,Cool
2020-01-03 23:00:00,2020,1,3,23,0,22.4,0,0,0,0,0,0,0,0,100.0,,109.882525,,nan                ,,,Cool
2020-01-04 00:00:00,2020,1,4,0,0,22.3,0,0,0,0,0,0,0,0,100.0,,110.7205497,,nan                ,,,Cool
2020-01-04 01:00:00,2020,1,4,1,0,23.0,0,0,0,0,0,0,0,0,97.68,,112.8377606,,nan                ,,,Cool
2020-01-04 02:00:00,2020,1,4,2,0,25.1,79,293,137,0,79,293,0,137,87.65,78.62,116.3104237,37.43860688,90                ,1.0,3.7088607594936707,Warm
2020-01-04 03:00:00,2020,1,4,3,0,27.1,128,564,359,0,128,564,0,359,77.31,65.78,121.5760909,62.15917118,90                ,1.0,4.40625,Warm
2020-01-04 04:00:00,2020,1,4,4,0,28.8,154,698,567,0,154,698,0,567,69.29,53.8,129.5538968,46.48817372,90                ,1.0,4.532467532467533,Warm
2020-01-04 05:00:00,2020,1,4,5,0,30.1,170,769,728,0,170,769,0,728,63.9,43.47,141.8482471,30.35590132,90                ,1.0,4.523529411764706,Warm
2020-01-04 06:00:00,2020,1,4,6,0,31.0,201,767,819,0,201,767,0,819,60.35,36.27,160.3546697,13.85950826,90                ,1.0,3.81592039800995,Warm
2020-01-04 07:00:00,2020,1,4,7,0,31.5,207,768,842,0,207,768,0,842,58.1,34.25,184.1536382,2.82286105,270                ,1.0,3.710144927536232,Warm
2020-01-04 08:00:00,2020,1,4,8,0,31.5,207,742,790,0,207,742,0,790,57.59,38.22,206.665287,19.46550165,270                ,1.0,3.5845410628019323,Warm
2020-01-04 09:00:00,2020,1,4,9,0,31.2,248,588,651,0,248,588,0,651,58.02,46.69,222.9363855,35.85318275,270                ,1.0,2.370967741935484,Warm
2020-01-04 10:00:00,2020,1,4,10,0,30.5,222,471,474,0,222,471,0,474,60.52,57.7,233.5568097,51.83369272,270                ,1.0,2.1216216216216215,Warm
2020-01-04 11:00:00,2020,1,4,11,0,28.9,160,300,262,3,160,300,5,262,68.48,70.04,240.4836437,67.33800168,270                ,1.0,1.875,Warm
2020-01-04 12:00:00,2020,1,4,12,0,26.6,49,78,58,3,49,78,5,58,81.09,83.05,245.0764414,20.17710063,270                ,1.0,1.5918367346938775,Warm
2020-01-04 13:00:00,2020,1,4,13,0,25.5,0,0,0,0,0,0,0,0,86.94,,248.0703333,,nan                ,,,Warm
2020-01-04 14:00:00,2020,1,4,14,0,24.7,0,0,0,3,0,0,0,0,92.52,,249.7772035,,nan                ,,,Cool
2020-01-04 15:00:00,2020,1,4,15,0,24.2,0,0,0,0,0,0,0,0,96.07,,250.1495858,,nan                ,,,Cool
2020-01-04 16:00:00,2020,1,4,16,0,23.8,0,0,0,0,0,0,0,0,98.22,,248.5940198,,nan                ,,,Cool
2020-01-04 17:00:00,2020,1,4,17,0,23.3,0,0,0,0,0,0,0,0,100.0,,243.0171818,,nan                ,,,Cool
2020-01-04 18:00:00,2020,1,4,18,0,23.0,0,0,0,0,0,0,0,0,100.0,,224.9059429,,nan                ,,,Cool
2020-01-04 19:00:00,2020,1,4,19,0,22.8,0,0,0,3,0,0,0,0,100.0,,168.5216344,,nan                ,,,Cool
2020-01-04 20:00:00,2020,1,4,20,0,22.7,0,0,0,1,0,0,0,0,100.0,,126.4422244,,nan                ,,,Cool
2020-01-04 21:00:00,2020,1,4,21,0,22.5,0,0,0,0,0,0,0,0,100.0,,114.3890089,,nan                ,,,Cool
2020-01-04 22:00:00,2020,1,4,22,0,22.4,0,0,0,0,0,0,0,0,100.0,,110.5641574,,nan                ,,,Cool
2020-01-04 23:00:00,2020,1,4,23,0,22.2,0,0,0,0,0,0,0,0,100.0,,109.7631925,,nan                ,,,Cool
2020-01-05 00:00:00,2020,1,5,0,0,22.1,0,0,0,0,0,0,0,0,100.0,,110.6025069,,nan                ,,,Cool
2020-01-05 01:00:00,2020,1,5,1,0,23.1,0,0,0,0,0,0,0,0,98.75,,112.7153409,,nan                ,,,Cool
2020-01-05 02:00:00,2020,1,5,2,0,25.1,88,199,127,0,88,199,0,127,87.26,78.69,116.1771855,37.0547718,90                ,1.0,2.2613636363636362,Warm
2020-01-05 03:00:00,2020,1,5,3,0,26.8,160,453,345,1,160,453,0,345,77.15,65.83,121.4240637,62.25371691,90                ,1.0,2.83125,Warm
2020-01-05 04:00:00,2020,1,5,4,0,28.3,186,625,554,1,186,625,0,554,69.75,53.82,129.373541,46.5897769,90                ,1.0,3.360215053763441,Warm
2020-01-05 05:00:00,2020,1,5,5,0,29.4,189,733,721,1,189,733,0,721,65.05,43.46,141.633489,30.46605536,90                ,1.0,3.878306878306878,Warm
2020-01-05 06:00:00,2020,1,5,6,0,30.2,181,797,824,0,181,797,0,824,62.15,36.21,160.1257092,13.97872361,90                ,1.0,4.403314917127072,Warm
2020-01-05 07:00:00,2020,1,5,7,0,30.6,177,816,852,3,300,19,0,315,60.6,34.13,183.9822657,2.695325085,270                ,0.36971830985915494,0.06333333333333334,Warm
2020-01-05 08:00:00,2020,1,5,8,0,30.8,166,809,803,3,402,171,0,536,59.51,38.08,206.5980771,19.33150742,270                ,0.6674968866749689,0.4253731343283582,Warm
2020-01-05 09:00:00,2020,1,5,9,0,30.4,223,635,660,0,223,635,0,660,60.33,46.54,222.9428472,35.71521543,270                ,1.0,2.8475336322869955,Warm
2020-01-05 10:00:00,2020,1,5,10,0,29.7,190,550,485,0,190,550,0,485,62.7,57.55,233.6003689,51.69426291,270                ,1.0,2.8947368421052633,Warm
2020-01-05 11:00:00,2020,1,5,11,0,28.1,136,406,275,3,136,406,5,275,70.17,69.9,240.5464216,67.19930234,270                ,1.0,2.985294117647059,Warm
2020-01-05 12:00:00,2020,1,5,12,0,26.1,52,132,68,0,52,132,0,68,81.18,82.92,245.1523172,20.5725893,270                ,1.0,2.5384615384615383,Warm
2020-01-05 13:00:00,2020,1,5,13,0,24.9,0,0,0,0,0,0,0,0,88.1,,248.1592571,,nan                ,,,Cool
2020-01-05 14:00:00,2020,1,5,14,0,24.2,0,0,0,0,0,0,0,0,92.68,,249.8834506,,nan                ,,,Cool
2020-01-05 15:00:00,2020,1,5,15,0,23.7,0,0,0,0,0,0,0,0,95.69,,250.2830244,,nan                ,,,Cool
2020-01-05 16:00:00,2020,1,5,16,0,23.4,0,0,0,0,0,0,0,0,97.02,,248.7760915,,nan                ,,,Cool
2020-01-05 17:00:00,2020,1,5,17,0,23.2,0,0,0,0,0,0,0,0,97.66,,243.3012721,,nan                ,,,Cool
2020-01-05 18:00:00,2020,1,5,18,0,23.0,0,0,0,0,0,0,0,0,98.12,,225.4364738,,nan                ,,,Cool
2020-01-05 19:00:00,2020,1,5,19,0,22.6,0,0,0,0,0,0,0,0,99.78,,168.9172433,,nan                ,,,Cool
2020-01-05 20:00:00,2020,1,5,20,0,22.3,0,0,0,0,0,0,0,0,100.0,,126.3260862,,nan                ,,,Cool
2020-01-05 21:00:00,2020,1,5,21,0,22.0,0,0,0,0,0,0,0,0,100.0,,114.241191,,nan                ,,,Cool
2020-01-05 22:00:00,2020,1,5,22,0,21.7,0,0,0,0,0,0,0,0,100.0,,110.4275331,,nan                ,,,Cool
2020-01-05 23:00:00,2020,1,5,23,0,21.6,0,0,0,0,0,0,0,0,100.0,,109.6350817,,nan                ,,,Cool
2020-01-06 00:00:00,2020,1,6,0,0,21.6,0,0,0,0,0,0,0,0,100.0,,110.476844,,nan                ,,,Cool
2020-01-06 01:00:00,2020,1,6,1,0,22.5,0,0,0,0,0,0,0,0,97.67,,112.5859309,,nan                ,,,Cool
2020-01-06 02:00:00,2020,1,6,2,0,24.6,56,469,147,0,56,469,0,147,86.67,78.75,116.0372642,36.69017777,90                ,1.0,8.375,Cool
2020-01-06 03:00:00,2020,1,6,3,0,26.4,81,728,379,3,29,0,0,29,76.52,65.87,121.265488,62.34476791,90                ,0.07651715039577836,0.0,Warm
2020-01-06 04:00:00,2020,1,6,4,0,27.7,91,848,592,3,106,0,0,106,70.42,53.85,129.1868275,46.68804454,90                ,0.17905405405405406,0.0,Warm
2020-01-06 05:00:00,2020,1,6,5,0,28.8,95,912,757,3,288,27,0,307,65.9,43.45,141.4131847,30.57317448,90                ,0.40554821664464996,0.09375,Warm
2020-01-06 06:00:00,2020,1,6,6,0,29.5,111,916,851,3,333,31,0,358,63.18,36.15,159.8939223,14.09533684,90                ,0.4206815511163337,0.09309309309309309,Warm
2020-01-06 07:00:00,2020,1,6,7,0,29.8,110,927,879,3,74,0,0,74,61.89,34.01,183.8135601,2.569863489,270                ,0.08418657565415244,0.0,Warm
2020-01-06 08:00:00,2020,1,6,8,0,29.7,106,916,829,3,140,0,0,140,61.82,37.93,206.5383461,19.19902815,270                ,0.16887816646562123,0.0,Warm
2020-01-06 09:00:00,2020,1,6,9,0,29.2,112,859,705,3,80,0,0,80,63.01,46.39,222.9581983,35.57824376,270                ,0.11347517730496454,0.0,Warm
2020-01-06 10:00:00,2020,1,6,10,0,28.2,99,790,525,3,173,4,0,175,66.24,57.41,233.6525218,51.55540743,270                ,0.3333333333333333,0.023121387283236993,Warm
2020-01-06 11:00:00,2020,1,6,11,0,26.7,77,660,305,3,113,437,0,264,72.98,69.76,240.6172236,67.06088452,270                ,0.8655737704918033,3.8672566371681416,Warm
2020-01-06 12:00:00,2020,1,6,12,0,24.7,41,332,83,3,42,232,3,72,84.27,82.79,245.2358315,20.97034121,270                ,0.8674698795180723,5.523809523809524,Cool
2020-01-06 13:00:00,2020,1,6,13,0,23.6,0,0,0,1,0,0,0,0,91.14,,248.2557326,,nan                ,,,Cool
2020-01-06 14:00:00,2020,1,6,14,0,23.0,0,0,0,0,0,0,0,0,94.79,,249.997518,,nan                ,,,Cool
2020-01-06 15:00:00,2020,1,6,15,0,22.5,0,0,0,0,0,0,0,0,97.28,,250.4250095,,nan                ,,,Cool
2020-01-06 16:00:00,2020,1,6,16,0,22.0,0,0,0,0,0,0,0,0,99.29,,248.9681118,,nan                ,,,Cool
2020-01-06 17:00:00,2020,1,6,17,0,21.6,0,0,0,0,0,0,0,0,100.0,,243.5977888,,nan                ,,,Cool
2020-01-06 18:00:00,2020,1,6,18,0,21.4,0,0,0,0,0,0,0,0,100.0,,225.9828104,,nan                ,,,Cool
2020-01-06 19:00:00,2020,1,6,19,0,21.3,0,0,0,0,0,0,0,0,100.0,,169.306378,,nan                ,,,Cool
2020-01-06 20:00:00,2020,1,6,20,0,21.2,0,0,0,0,0,0,0,0,100.0,,126.1873088,,nan                ,,,Cool
2020-01-06 21:00:00,2020,1,6,21,0,21.0,0,0,0,0,0,0,0,0,100.0,,114.0783926,,nan                ,,,Cool
2020-01-06 22:00:00,2020,1,6,22,0,20.9,0,0,0,0,0,0,0,0,100.0,,110.2800335,,nan                ,,,Cool
2020-01-06 23:00:00,2020,1,6,23,0,20.9,0,0,0,0,0,0,0,0,100.0,,109.4982337,,nan                ,,,Cool
2020-01-07 00:00:00,2020,1,7,0,0,20.9,0,0,0,0,0,0,0,0,99.82,,110.3436195,,nan                ,,,Cool
2020-01-07 01:00:00,2020,1,7,1,0,21.7,0,0,0,1,0,0,0,0,97.76,,112.4496006,,nan                ,,,Cool
2020-01-07 02:00:00,2020,1,7,2,0,23.7,51,522,152,0,51,522,0,152,91.46,78.81,115.890739,36.3445666,90                ,1.0,10.235294117647058,Cool
2020-01-07 03:00:00,2020,1,7,3,0,25.8,72,774,388,0,72,774,0,388,78.96,65.92,121.10045,62.43222997,90                ,1.0,10.75,Warm
2020-01-07 04:00:00,2020,1,7,4,0,27.5,83,881,602,0,83,881,0,602,67.79,53.86,128.9938425,46.7828744,90                ,1.0,10.614457831325302,Warm
2020-01-07 05:00:00,2020,1,7,5,0,28.7,87,937,768,3,320,47,0,354,62.11,43.43,141.1874039,30.67714629,90                ,0.4609375,0.146875,Warm
2020-01-07 06:00:00,2020,1,7,6,0,29.4,110,928,861,3,362,46,0,400,58.95,36.07,159.6593527,14.20922454,90                ,0.4645760743321719,0.1270718232044199,Warm
2020-01-07 07:00:00,2020,1,7,7,0,29.6,109,938,888,3,75,0,0,75,58.3,33.89,183.6476066,2.446609632,270                ,0.08445945945945946,0.0,Warm
2020-01-07 08:00:00,2020,1,7,8,0,29.6,102,932,839,3,400,125,0,499,58.28,37.78,206.4862321,19.06820416,270                ,0.5947556615017878,0.3125,Warm
2020-01-07 09:00:00,2020,1,7,9,0,29.1,129,835,706,3,341,182,0,467,59.81,46.23,222.9825411,35.44241094,270                ,0.6614730878186968,0.533724340175953,Warm
2020-01-07 10:00:00,2020,1,7,10,0,28.3,114,759,525,3,245,227,0,368,62.7,57.26,233.713315,51.41726842,270                ,0.700952380952381,0.926530612244898,Warm
2020-01-07 11:00:00,2020,1,7,11,0,26.9,90,619,305,3,123,374,0,254,68.7,69.62,240.6960556,66.92288626,270                ,0.8327868852459016,3.040650406504065,Warm
2020-01-07 12:00:00,2020,1,7,12,0,24.8,45,297,83,1,45,297,0,83,80.51,82.66,245.3269623,21.3700381,270                ,1.0,6.6,Cool
2020-01-07 13:00:00,2020,1,7,13,0,23.5,0,0,0,0,0,0,0,0,88.25,,248.3597154,,nan                ,,,Cool
2020-01-07 14:00:00,2020,1,7,14,0,22.8,0,0,0,0,0,0,0,0,92.81,,250.1193403,,nan                ,,,Cool
2020-01-07 15:00:00,2020,1,7,15,0,22.2,0,0,0,0,0,0,0,0,96.63,,250.5754508,,nan                ,,,Cool
2020-01-07 16:00:00,2020,1,7,16,0,21.6,0,0,0,0,0,0,0,0,100.0,,249.1699585,,nan                ,,,Cool
2020-01-07 17:00:00,2020,1,7,17,0,21.2,0,0,0,0,0,0,0,0,100.0,,243.9065889,,nan                ,,,Cool
2020-01-07 18:00:00,2020,1,7,18,0,20.8,0,0,0,0,0,0,0,0,100.0,,226.5450844,,nan                ,,,Cool
2020-01-07 19:00:00,2020,1,7,19,0,20.6,0,0,0,0,0,0,0,0,100.0,,169.6890987,,nan                ,,,Cool
2020-01-07 20:00:00,2020,1,7,20,0,20.5,0,0,0,0,0,0,0,0,100.0,,126.025363,,nan                ,,,Cool
2020-01-07 21:00:00,2020,1,7,21,0,20.4,0,0,0,0,0,0,0,0,100.0,,113.9005149,,nan                ,,,Cool
2020-01-07 22:00:00,2020,1,7,22,0,20.3,0,0,0,0,0,0,0,0,100.0,,110.1216697,,nan                ,,,Cool
2020-01-07 23:00:00,2020,1,7,23,0,20.1,0,0,0,0,0,0,0,0,100.0,,109.3526953,,nan                ,,,Cool
2020-01-08 00:00:00,2020,1,8,0,0,19.9,0,0,0,0,0,0,0,0,100.0,,110.2028961,,nan                ,,,Cool
2020-01-08 01:00:00,2020,1,8,1,0,21.0,0,0,0,0,0,0,0,0,98.41,,112.3064226,,nan                ,,,Cool
2020-01-08 02:00:00,2020,1,8,2,0,23.5,63,426,145,0,63,426,0,145,86.93,78.87,115.7376903,36.01769066,90                ,1.0,6.761904761904762,Cool
2020-01-08 03:00:00,2020,1,8,3,0,25.7,94,702,380,0,94,702,0,380,74.08,65.95,120.9290355,62.51601728,90                ,1.0,7.468085106382978,Warm
2020-01-08 04:00:00,2020,1,8,4,0,27.5,105,838,599,0,105,838,0,599,63.47,53.87,128.7946699,46.87417293,90                ,1.0,7.980952380952381,Warm
2020-01-08 05:00:00,2020,1,8,5,0,28.8,113,899,766,0,113,899,0,766,56.38,43.4,140.9562105,30.77786724,90                ,1.0,7.95575221238938,Warm
2020-01-08 06:00:00,2020,1,8,6,0,29.7,130,908,864,0,130,908,0,864,52.67,35.99,159.4220364,14.32027197,90                ,1.0,6.984615384615385,Warm
2020-01-08 07:00:00,2020,1,8,7,0,30.2,138,904,889,0,138,904,0,889,51.26,33.75,183.4844857,2.325688594,270                ,1.0,6.550724637681159,Warm
2020-01-08 08:00:00,2020,1,8,8,0,30.2,141,877,835,0,141,877,0,835,51.58,37.62,206.4418717,18.93916811,270                ,1.0,6.219858156028369,Warm
2020-01-08 09:00:00,2020,1,8,9,0,29.9,141,820,710,0,141,820,0,710,52.75,46.07,223.0159741,35.3078532,270                ,1.0,5.815602836879433,Warm
2020-01-08 10:00:00,2020,1,8,10,0,29.0,129,731,525,0,129,731,0,525,55.57,57.11,233.7827904,51.27998174,270                ,1.0,5.666666666666667,Warm
2020-01-08 11:00:00,2020,1,8,11,0,27.5,101,582,305,0,101,582,0,305,62.25,69.48,240.7829187,66.78543985,270                ,1.0,5.762376237623762,Warm
2020-01-08 12:00:00,2020,1,8,12,0,24.7,48,278,85,0,48,278,0,85,77.05,82.53,245.4256827,21.77136945,270                ,1.0,5.791666666666667,Cool
2020-01-08 13:00:00,2020,1,8,13,0,23.4,0,0,0,0,0,0,0,0,83.47,,248.4711574,,nan                ,,,Cool
